,Statement of financial position(Unit: KRW),20191231,20181231,20171231,20161231,20151231,20141231,20140630,20131231,20130630,20130331,20121231,20120630,20120331,20120101,20111231,20110930,20110630,20110331,20101231,20100101,20091231,20081231,20071231,20061231,20051231,20041231,20031231,20021231,20011231,20001231,19991231,19981231,19971231
,label_ko,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
23,Ⅷ.충당부채(주석19),616771000000.0,473293000000.0,380435000000.0,390453000000.0,331783000000.0,308073000000.0,289602000000.0,296217000000.0,272688000000.0,272965000000.0,276770000000.0,250993000000.0,254409000000.0,238533000000.0,238533000000.0,223203000000.0,225259000000.0,241772000000.0,255836000000.0,199732000000.0,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
24,Ⅸ.이연법인세부채(주석13),300389000000.0,216226000000.0,233893000000.0,158091000000.0,257571000000.0,198036000000.0,281629000000.0,246915000000.0,195916000000.0,221939000000.0,267751000000.0,204318000000.0,200065000000.0,218226000000.0,211627000000.0,192107000000.0,254535000000.0,345030000000.0,395409000000.0,421972000000.0,51784000000.0,198000000.0,83666000000.0,114244000000.0,32454000000.0,,,,,,2899868000000.0,-177000000.0,-355000000.0
25,"Ⅹ.기타부채(주석20,23,37,45)",18364759000000.0,16532130000000.0,15470550000000.0,12503682000000.0,10946087000000.0,8976412000000.0,11956464000000.0,9329609000000.0,11819444000000.0,12372907000000.0,8591594000000.0,9712622000000.0,11526229000000.0,6834487000000.0,6925291000000.0,9892039000000.0,7906619000000.0,11113986000000.0,5546203000000.0,4757079000000.0,7314489000000.0,12474023000000.0,6240168000000.0,5059795000000.0,3743039000000.0,5508478000000.0,-6484685000000.0,4909809000000.0,-4597306000000.0,-4199651.0,3485063000000.0,2383368000000.0,2464173000000.0
26,부채총계,295334391000000.0,268415273000000.0,254267993000000.0,238803972000000.0,222548991000000.0,204114527000000.0,204032477000000.0,198153739000000.0,194898054000000.0,190409240000000.0,184331110000000.0,184127792000000.0,180137027000000.0,173191232000000.0,172774002000000.0,172830658000000.0,163177322000000.0,167162773000000.0,158976679000000.0,144293222000000.0,145025317000000.0,136722732000000.0,115361079000000.0,99846999000000.0,82482623000000.0,72061601000000.0,69429671000000.0,63079545000000.0,55465541000000.0,49525405.0,41555916000000.0,44539467000000.0,43867328000000.0
27,자본,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
28,Ⅰ.지배기업주주지분,22661810000000.0,20982916000000.0,19697374000000.0,17949968000000.0,17203030000000.0,15562292000000.0,15136560000000.0,14349934000000.0,14030920000000.0,13863098000000.0,13865307000000.0,13489802000000.0,13192801000000.0,13150470000000.0,13129040000000.0,,12608310000000.0,,11970896000000.0,10654665000000.0,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
29,"1.자본금(주석24,26)",3375646000000.0,3289756000000.0,3289756000000.0,3289756000000.0,3271871000000.0,3255948000000.0,3252437000000.0,3240837000000.0,3240837000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3219869000000.0,3207944000000.0,3207944000000.0,2703088000000.0,2291385000000.0,2291385000000.0,2291385000000.0,2291385000000.0,-2291385000000.0,2291385000000.0,-2291385000000.0,-2291385.0,1924685000000.0,164094000000.0,159531000000.0
30,"2.신종자본증권(주석24,26)",2730423000000.0,2381018000000.0,2031543000000.0,1398240000000.0,1399200000000.0,800000000000.0,800000000000.0,800000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,600000000000.0,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
31,"3.자본잉여금(주석24,26)",687548000000.0,551221000000.0,559315000000.0,553889000000.0,530583000000.0,507976000000.0,501708000000.0,482509000000.0,483039000000.0,454245000000.0,454225000000.0,454734000000.0,454739000000.0,453912000000.0,453912000000.0,455640000000.0,455513000000.0,454128000000.0,453512000000.0,435127000000.0,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
32,"4.기타포괄손익누계액(주석24,26)",521335000000.0,508084000000.0,660946000000.0,666596000000.0,747676000000.0,542016000000.0,511440000000.0,417041000000.0,385822000000.0,460386000000.0,458373000000.0,498929000000.0,501568000000.0,512494000000.0,524318000000.0,484425000000.0,411944000000.0,341717000000.0,513991000000.0,407514000000.0,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
33,"5.이익잉여금(주석25,26)(대손준비금기적립액당기:2,345,791백만원전기:2,494,095백만원대손준비금적립(환입)예정금액당기:319,064백만원전기:(148,304)백만원)",15346858000000.0,14252837000000.0,13155814000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
34,Ⅱ.비지배지분(주석43),114837000000.0,111260000000.0,104364000000.0,97440000000.0,90760000000.0,83967000000.0,81859000000.0,79124000000.0,76505000000.0,75187000000.0,73881000000.0,75479000000.0,75994000000.0,73092000000.0,73092000000.0,76817000000.0,79525000000.0,81985000000.0,82498000000.0,84225000000.0,,,,,,,,,,,2899868000000.0,-177000000.0,-355000000.0
35,자본총계,22776647000000.0,21094176000000.0,19801738000000.0,18047408000000.0,17293790000000.0,15646259000000.0,15218419000000.0,14429058000000.0,14107425000000.0,13938285000000.0,13939188000000.0,13565281000000.0,13268795000000.0,13223562000000.0,13202132000000.0,13162725000000.0,12687835000000.0,12145086000000.0,12053394000000.0,10738890000000.0,9484948000000.0,7705307000000.0,6862699000000.0,6023440000000.0,4807964000000.0,3936561000000.0,3472324000000.0,3456034000000.0,5071828000000.0,4595975.0,4269305000000.0,1151104000000.0,698064000000.0
36,부채와자본총계,318111038000000.0,289509449000000.0,274069731000000.0,256851380000000.0,239842781000000.0,219760786000000.0,219250896000000.0,212582797000000.0,209005479000000.0,204347525000000.0,198270298000000.0,197693073000000.0,193405822000000.0,186414794000000.0,185976134000000.0,185993383000000.0,175865157000000.0,179307859000000.0,171030073000000.0,155032112000000.0,,,,,87290587000000.0,75998162000000.0,72901995000000.0,66535579000000.0,60537369000000.0,54121380.0,2899868000000.0,-177000000.0,-355000000.0
