,Statement of cash flows(Unit: KRW),Statement of cash flows(Unit: KRW),20200101-20200331,20190101-20191231,20190101-20190930,20190101-20190630,20190101-20190331,20180101-20181231,20180101-20180930,20180101-20180630,20180101-20180331,20170101-20171231,20170101-20170930,20170101-20170630,20170101-20170331,20160101-20161231,20160101-20160930,20160101-20160630,20160101-20160331,20150101-20151231,20150101-20150930,20150101-20150630,20150101-20150331,20140101-20141231,20140101-20140930,20140101-20140630,20140101-20140331,20130101-20131231,20130101-20130930,20130101-20130630,20130101-20130331,20120101-20121231,20120101-20120930,20120101-20120630,20120101-20120331,20110101-20111231,20110101-20110930,20110101-20110630,20110101-20110331,20100101-20101231,20100101-20100930,20100101-20100630,20100101-20100331,20090101-20091231,20080101-20081231,20070101-20071231,20060101-20061231,20050101-20051231,20040101-20041231,20030101-20031231,20020101-20021231,20010901-20011231
,label_ko,comment,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
25,4.당기손익-공정가치측정대출채권,,-169511000000.0,-943321000000.0,-78913000000.0,267497000000.0,68528000000.0,-422326000000.0,-71518000000.0,-34809000000.0,-150607000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,5.당기손익-공정가치측정지정금융상품,,717634000000.0,847715000000.0,219511000000.0,261653000000.0,-374739000000.0,723037000000.0,459856000000.0,84565000000.0,238335000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6.파생상품,,2619116000000.0,58532000000.0,-487792000000.0,-293661000000.0,-95314000000.0,203006000000.0,217652000000.0,276794000000.0,327207000000.0,-488706000000.0,-231499000000.0,-195164000000.0,46248000000.0,-340831000000.0,-295008000000.0,-241518000000.0,-183306000000.0,-382276000000.0,-329377000000.0,-274169000000.0,-238421000000.0,-261032000000.0,-60936000000.0,-86303000000.0,-38597000000.0,23171000000.0,111964000000.0,104995000000.0,-3339000000.0,301268000000.0,572958000000.0,401100000000.0,83500000000.0,195134000000.0,524556000000.0,12154000000.0,54859000000.0,878527000000.0,-256306000000.0,-150224000000.0,-300870000000.0,,,,,,,,,
28,7.상각후원가측정대출채권,,-9409818000000.0,-18831825000000.0,-12067047000000.0,-7809386000000.0,-5339968000000.0,-27547413000000.0,-18180448000000.0,-13450539000000.0,-5090102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8.기타자산,,-9948984000000.0,-4452651000000.0,-11377913000000.0,-9258579000000.0,-4652352000000.0,-5177725000000.0,-13728508000000.0,-11824280000000.0,-8450407000000.0,-250806000000.0,-6446992000000.0,-6108925000000.0,-2904936000000.0,-4627748000000.0,-7546312000000.0,-9933809000000.0,-2796828000000.0,-3562267000000.0,-5297729000000.0,-7586328000000.0,-4187074000000.0,-2012074000000.0,-6559095000000.0,-2397462000000.0,-1454585000000.0,-65799000000.0,-2030177000000.0,-7930684000000.0,-4353191000000.0,-3232456000000.0,-6834759000000.0,-4904595000000.0,-2243952000000.0,-1036742000000.0,-5695883000000.0,-8941862000000.0,-2932431000000.0,-645520000000.0,-4758825000000.0,-1549178000000.0,-1766778000000.0,,,,,,,,,
30,9.예수부채,,12955064000000.0,29123272000000.0,17264009000000.0,13915341000000.0,7505969000000.0,16699467000000.0,11936159000000.0,10902257000000.0,2667017000000.0,15632957000000.0,12391126000000.0,3437097000000.0,199299000000.0,16771470000000.0,15651219000000.0,8712324000000.0,1389258000000.0,23246539000000.0,14249914000000.0,7311131000000.0,2313863000000.0,14994221000000.0,10298400000000.0,8124702000000.0,1366430000000.0,5825422000000.0,5410711000000.0,3902523000000.0,1592866000000.0,8444336000000.0,7729688000000.0,2333642000000.0,3980999000000.0,12941911000000.0,10589789000000.0,3359652000000.0,5511464000000.0,4984857000000.0,7723403000000.0,7601097000000.0,6719005000000.0,,,,,,,,,
31,10.확정급여순부채,,,-263882000000.0,,,,-145639000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,11.충당부채,,-7325000000.0,28380000000.0,25432000000.0,34663000000.0,6973000000.0,14542000000.0,-64993000000.0,-25266000000.0,-18425000000.0,-69584000000.0,-57709000000.0,-40004000000.0,-16990000000.0,-77514000000.0,-55295000000.0,-138050000000.0,-119186000000.0,-71272000000.0,-52099000000.0,-33308000000.0,-15485000000.0,-128531000000.0,-118133000000.0,-69568000000.0,-39724000000.0,-105796000000.0,-39671000000.0,-40982000000.0,-111633000000.0,-154851000000.0,142706000000.0,123535000000.0,-14207000000.0,-19564000000.0,-14088000000.0,-18396000000.0,-634000000.0,-126058000000.0,-34963000000.0,-23397000000.0,-23406000000.0,,,,,,,,,
33,12.기타부채,,6957535000000.0,7851505000000.0,15632294000000.0,9930296000000.0,9078190000000.0,174590000000.0,8610896000000.0,8927188000000.0,5352562000000.0,4845053000000.0,10592373000000.0,8407148000000.0,8782547000000.0,-2333634000000.0,5907911000000.0,6277205000000.0,3556365000000.0,3578899000000.0,5431213000000.0,7822455000000.0,4291855000000.0,3079941000000.0,8777770000000.0,5355872000000.0,2712684000000.0,-2315596000000.0,3595982000000.0,5821771000000.0,3022688000000.0,6530566000000.0,9751227000000.0,4690113000000.0,-593642000000.0,-298829000000.0,5934161000000.0,9729120000000.0,4868807000000.0,1727005000000.0,4187228000000.0,1795445000000.0,3177996000000.0,,,,,,,,,
34,(5)법인세의납부,,-143744000000.0,-1130148000000.0,-910393000000.0,-656675000000.0,-201540000000.0,-850696000000.0,-625720000000.0,-485172000000.0,-103047000000.0,-664286000000.0,-515349000000.0,-370237000000.0,-6119000000.0,-561604000000.0,-489640000000.0,-194231000000.0,-41380000000.0,-640393000000.0,-580422000000.0,-355747000000.0,-87362000000.0,-667784000000.0,-548932000000.0,-321014000000.0,-122288000000.0,-695725000000.0,-646554000000.0,-406130000000.0,-89391000000.0,-1074846000000.0,-1022632000000.0,-676271000000.0,-106636000000.0,-651914000000.0,-783241000000.0,-584463000000.0,-270992000000.0,-635480000000.0,,,,,,,,,,,,
