,Statement of financial position(Unit: KRW),20140630,20140331,20131231,20130630,20130331,20121231,20120930,20120630,20120331,20120101,20111231,20110930,20110630,20110331,20101231,20100101,20091231,20081231,20071231,20061231,20051231,20041231,20031231,20021231,20011231,20001231
,label_ko,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
35,자본금(주석27),3381392000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,4030077000000.0,3982278000000.0,3877525000000.0,3839074000000.0,3637293000000.0,3637293.0
36,신종자본증권(주석28),498407000000.0,498407000000.0,498407000000.0,498407000000.0,498407000000.0,498407000000.0,498407000000.0,498407000000.0,498407000000.0,309010000000.0,309010000000.0,,,,,,,,,,,,,,,
37,자본잉여금(주석27),91262000000.0,176479000000.0,176502000000.0,172490000000.0,173874000000.0,174044000000.0,174299000000.0,174587000000.0,175247000000.0,175768000000.0,175768000000.0,179950000000.0,179715000000.0,179709000000.0,180105000000.0,180473000000.0,,,,,,,,,,
38,기타자본(주석29),-2286225000000.0,-45015000000.0,-35367000000.0,132816000000.0,147595000000.0,112013000000.0,334891000000.0,306992000000.0,461636000000.0,563074000000.0,586421000000.0,583723000000.0,614165000000.0,1463409000000.0,1002019000000.0,1244096000000.0,,,,,,,,,,
39,"이익잉여금(주석30,31)",14182825000000.0,13428169000000.0,13112690000000.0,14023470000000.0,13852654000000.0,13881378000000.0,13640553000000.0,13145920000000.0,12860400000000.0,12477156000000.0,12422722000000.0,12069587000000.0,11589248000000.0,10790451000000.0,10489339000000.0,9280347000000.0,,,,,,,,,,
40,매각예정처분자산집단과관련하여자본으로직접인식된금액(주석29),,32078000000.0,29820000000.0,,,,,,,,,,,,,,,,,,,,,,,
41,소유주분배예정자산집단과관련하여자본으로직접인식된금액(주석29),,39238000000.0,35504000000.0,,,,,,,,,,,,,,,,,,,,,,,
42,비지배지분,1938556000000.0,4140162000000.0,5029136000000.0,5010541000000.0,4337982000000.0,4337157000000.0,4333122000000.0,4291927000000.0,4557714000000.0,4549423000000.0,4549396000000.0,4339154000000.0,4310341000000.0,4615579000000.0,4563214000000.0,4476411000000.0,,,,,,,,,,
43,자본총계,17806217000000.0,22299595000000.0,22876769000000.0,23867801000000.0,23040589000000.0,23033076000000.0,23011349000000.0,22447910000000.0,22583481000000.0,22104508000000.0,22073394000000.0,21202491000000.0,20723546000000.0,21079225000000.0,20264754000000.0,19211404000000.0,15987131000000.0,14308603000000.0,15017292000000.0,13424805000000.0,11104962000000.0,8705280000000.0,5698300000000.0,5314767000000.0,4439194000000.0,3951769.0
44,부채와자본총계,258660716000000.0,336659396000000.0,340690382000000.0,336665684000000.0,327612484000000.0,327101814000000.0,323389732000000.0,318707406000000.0,319046646000000.0,314221690000000.0,312791649000000.0,313784488000000.0,303511833000000.0,307013118000000.0,291177318000000.0,284841006000000.0,284904067000000.0,290994295000000.0,249652302000000.0,211997330000000.0,164542848000000.0,136601964000000.0,128767720000000.0,114843534000000.0,100085817000000.0,96945431.0
