,Statement of cash flows(Unit: KRW),20200101-20200331,20190101-20191231,20190101-20190930,20190101-20190630,20190101-20190331,20180101-20181231,20180101-20180930,20180101-20180630,20180101-20180331,20170101-20171231,20170101-20170930,20170101-20170630,20170101-20170331,20160101-20161231,20160101-20160930,20160101-20160630,20160101-20160331,20150101-20151231,20150101-20150930,20150101-20150630,20150101-20150331,20140101-20141231,20140101-20140930,20140101-20140630,20140101-20140331,20130101-20131231,20130101-20130930,20130101-20130630,20130101-20130331,20120101-20121231,20120101-20120930,20120101-20120630,20120101-20120331,20110101-20111231,20110101-20110930,20110101-20110630,20110101-20110331,20100101-20101231,20100101-20100930,20100101-20100630,20100101-20100331,20090101-20091231,20080929-20081231
,label_ko,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
29,(11)이연법인세부채,44081000000.0,235209000000.0,250888000000.0,249145000000.0,190722000000.0,115208000000.0,218352000000.0,143641000000.0,158387000000.0,108355000000.0,157721000000.0,99788000000.0,-58851000000.0,-150333000000.0,-30639000000.0,-30328000000.0,-100716000000.0,105752000000.0,-42929000000.0,-17579000000.0,-19545000000.0,-27242000000.0,-267000000.0,41784000000.0,68323000000.0,-74463000000.0,-65347000000.0,-68107000000.0,-78000000.0,-138374000000.0,-87672000000.0,-17152000000.0,-60450000000.0,-13150000000.0,-40062000000.0,30720000000.0,-5185000000.0,-143006000000.0,-232530000000.0,-226453000000.0,-51557000000.0,,
30,(12)기타부채,4887747000000.0,1212080000000.0,8130622000000.0,6976272000000.0,6119140000000.0,1899791000000.0,9775112000000.0,4328863000000.0,2886844000000.0,133931000000.0,-100045000000.0,2899455000000.0,3712973000000.0,1768096000000.0,5105906000000.0,3628311000000.0,4191171000000.0,-545262000000.0,1943937000000.0,4423642000000.0,3582021000000.0,-1467942000000.0,1367835000000.0,369601000000.0,390678000000.0,-430856000000.0,6337114000000.0,3137569000000.0,782483000000.0,1375612000000.0,4350543000000.0,3638173000000.0,2098948000000.0,48628000000.0,2500393000000.0,4103022000000.0,5327291000000.0,-954691000000.0,4937647000000.0,1562682000000.0,734953000000.0,,
31,Ⅱ.투자활동으로부터의현금흐름,-3196645000000.0,-12334424000000.0,-7985057000000.0,-3539384000000.0,-3047494000000.0,-4480286000000.0,-271919000000.0,-1387191000000.0,-65458000000.0,-8729419000000.0,-5058829000000.0,-2436632000000.0,-301886000000.0,-4438538000000.0,-3805629000000.0,-1736698000000.0,3081483000000.0,-5075330000000.0,-2328189000000.0,-226982000000.0,1645693000000.0,-1684297000000.0,1357374000000.0,-378257000000.0,-498450000000.0,4178817000000.0,3521122000000.0,1776942000000.0,-971629000000.0,-2532234000000.0,-528276000000.0,-670203000000.0,-429747000000.0,688552000000.0,778011000000.0,2013954000000.0,129508000000.0,-2529936000000.0,-91733000000.0,-678942000000.0,-1156752000000.0,,
32,1.위험회피목적파생금융상품의순현금흐름,-46115000000.0,-206680000000.0,-184238000000.0,-107293000000.0,-15908000000.0,42305000000.0,138925000000.0,55506000000.0,91839000000.0,63827000000.0,37182000000.0,34906000000.0,39744000000.0,11035000000.0,48866000000.0,12595000000.0,12227000000.0,-61543000000.0,-61836000000.0,-8968000000.0,-3704000000.0,-204563000000.0,-187417000000.0,-176638000000.0,-7702000000.0,10977000000.0,-9039000000.0,-10543000000.0,-31077000000.0,75761000000.0,43465000000.0,31296000000.0,-34979000000.0,20733000000.0,32892000000.0,59448000000.0,-20932000000.0,-27658000000.0,-33503000000.0,,,,
33,2.당기손익-공정가치측정금융자산의처분,3442701000000.0,11364615000000.0,8758741000000.0,6186775000000.0,2072524000000.0,9582940000000.0,6826968000000.0,5472537000000.0,442780000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3.당기손익-공정가치측정금융자산의취득,-4789257000000.0,-12359886000000.0,-9796564000000.0,-6598127000000.0,-2042684000000.0,-8707420000000.0,-4557791000000.0,-3293235000000.0,-381389000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4.투자금융자산의처분,26598314000000.0,69489132000000.0,58433846000000.0,42122954000000.0,19046912000000.0,60773660000000.0,44867272000000.0,22743677000000.0,8632978000000.0,38050549000000.0,29715736000000.0,17988951000000.0,6371310000000.0,28066113000000.0,23144932000000.0,17239994000000.0,8464929000000.0,21648312000000.0,17056203000000.0,11934840000000.0,5226196000000.0,19632047000000.0,14877091000000.0,8099452000000.0,3652610000000.0,25655149000000.0,16826492000000.0,11149354000000.0,5569957000000.0,24805560000000.0,18468325000000.0,12639266000000.0,6503028000000.0,22875143000000.0,14916361000000.0,9737664000000.0,3998988000000.0,33678653000000.0,,,,,
36,5.투자금융자산의취득,-28277137000000.0,-79083472000000.0,-64277814000000.0,-44335453000000.0,-21917828000000.0,-64729380000000.0,-46603570000000.0,-25872100000000.0,-8965701000000.0,-46538295000000.0,-34454670000000.0,-19671252000000.0,-6524417000000.0,-30737148000000.0,-25112894000000.0,-17287082000000.0,-7146029000000.0,-25688235000000.0,-20381981000000.0,-13163881000000.0,-4812058000000.0,-19463101000000.0,-13487983000000.0,-7643741000000.0,-3635334000000.0,-23020912000000.0,-14923747000000.0,-10825313000000.0,-6338498000000.0,-26141095000000.0,-19141786000000.0,-13214210000000.0,-7133985000000.0,-21918460000000.0,-14735232000000.0,-8284203000000.0,-4375951000000.0,-34569523000000.0,,,,,
37,6.관계기업투자의처분,,26185000000.0,26512000000.0,9670000000.0,,34717000000.0,27385000000.0,18668000000.0,16095000000.0,141052000000.0,133874000000.0,95771000000.0,58079000000.0,,43948000000.0,81409000000.0,42808000000.0,40350000000.0,32414000000.0,26908000000.0,6448000000.0,81321000000.0,74723000000.0,62962000000.0,52942000000.0,20554000000.0,,,,,,,,,,,,,,,,,
38,7.관계기업투자의취득,,-92200000000.0,-37894000000.0,-19028000000.0,,-187077000000.0,-163948000000.0,-32273000000.0,-29746000000.0,-53375000000.0,-42369000000.0,-34162000000.0,-30412000000.0,,-1363719000000.0,-1353719000000.0,-10479000000.0,-904399000000.0,-663152000000.0,-653496000000.0,-758000000.0,-17650000000.0,-10611000000.0,-9735000000.0,-6640000000.0,-23340000000.0,-39419000000.0,-13124000000.0,-14532000000.0,-217081000000.0,-146079000000.0,-116510000000.0,,-176105000000.0,-118480000000.0,-101809000000.0,-908000000.0,,-315244000000.0,-214379000000.0,-170024000000.0,,
39,8.유형자산의처분,230000000.0,12786000000.0,7328000000.0,19756000000.0,4099000000.0,2272000000.0,889000000.0,313000000.0,-397000000.0,31167000000.0,21086000000.0,3027000000.0,26000000.0,809000000.0,656000000.0,377000000.0,275000000.0,2951000000.0,1398000000.0,573000000.0,88000000.0,223000000.0,111000000.0,41000000.0,-506000000.0,1070000000.0,344000000.0,440000000.0,895000000.0,16912000000.0,13606000000.0,130000000.0,338000000.0,859000000.0,149000000.0,114000000.0,2294000000.0,2148000000.0,2083000000.0,1130000000.0,578000000.0,18008000000.0,2914000000.0
40,9.유형자산의취득,-81746000000.0,-608736000000.0,-336661000000.0,-226683000000.0,-86009000000.0,-452270000000.0,-251400000000.0,-101542000000.0,-34540000000.0,-298368000000.0,-188665000000.0,-93376000000.0,-29223000000.0,-397157000000.0,-181607000000.0,-69258000000.0,-45424000000.0,-229210000000.0,-91413000000.0,-46511000000.0,-20244000000.0,-202007000000.0,-76894000000.0,-41110000000.0,-12112000000.0,-153469000000.0,-307257000000.0,-162483000000.0,-25679000000.0,-143139000000.0,-99649000000.0,-41902000000.0,-24780000000.0,-261905000000.0,-170883000000.0,-109409000000.0,-70305000000.0,-120779000000.0,-70800000000.0,-30949000000.0,-7947000000.0,187083000000.0,357430000000.0
41,10.투자부동산의처분,4857000000.0,94207000000.0,69168000000.0,69053000000.0,209000000.0,140969000000.0,142044000000.0,142044000000.0,2405000000.0,1593000000.0,2871000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,11.투자부동산의취득,-310000000.0,-806088000000.0,-511773000000.0,-486236000000.0,,-1288125000000.0,-901786000000.0,-899330000000.0,-178000000.0,-262000000.0,-256000000.0,,,-1254000000.0,-1085000000.0,-479000000.0,-43000000.0,-4289000000.0,-144000000.0,,,-211995000000.0,,,,-114609000000.0,,,,,,,,,,,,,,,,,
43,12.무형자산의처분,6468000000.0,14694000000.0,6697000000.0,851000000.0,541000000.0,10706000000.0,10063000000.0,8084000000.0,2974000000.0,7603000000.0,5641000000.0,4627000000.0,1892000000.0,8330000000.0,5622000000.0,4847000000.0,3026000000.0,3761000000.0,4593000000.0,3620000000.0,1503000000.0,4590000000.0,1773000000.0,1034000000.0,1282000000.0,5072000000.0,1997000000.0,7455000000.0,,10176000000.0,4235000000.0,3254000000.0,,10353000000.0,17606000000.0,7475000000.0,,,,,,,
44,13.무형자산의취득,-33427000000.0,-333557000000.0,-133377000000.0,-98666000000.0,-65633000000.0,-126163000000.0,-86250000000.0,-64540000000.0,-44732000000.0,-111894000000.0,-70830000000.0,-50118000000.0,-21769000000.0,-111603000000.0,-68386000000.0,-42331000000.0,-17671000000.0,-52126000000.0,-21277000000.0,-9400000000.0,-4224000000.0,-30755000000.0,-12434000000.0,-3427000000.0,-2314000000.0,-68091000000.0,-32406000000.0,-30272000000.0,-19897000000.0,-81899000000.0,-52433000000.0,-24990000000.0,-11979000000.0,-105341000000.0,-63467000000.0,-39038000000.0,-28314000000.0,-193123000000.0,-148621000000.0,-122599000000.0,-21205000000.0,78271000000.0,75276000000.0
45,14.종속기업변동에따른순현금흐름,-6357000000.0,91592000000.0,-56849000000.0,-134968000000.0,-100528000000.0,188140000000.0,255192000000.0,202093000000.0,73403000000.0,-405817000000.0,-362764000000.0,-842935000000.0,-148768000000.0,95304000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,15.기타,-15094000000.0,62984000000.0,47821000000.0,58011000000.0,50886000000.0,234440000000.0,198563000000.0,232907000000.0,220590000000.0,446628000000.0,181517000000.0,162835000000.0,21396000000.0,90141000000.0,-273096000000.0,-310456000000.0,1790091000000.0,107555000000.0,1735170000000.0,1680365000000.0,1248742000000.0,-1210071000000.0,258497000000.0,-576834000000.0,-281479000000.0,1554752000000.0,1652512000000.0,1631026000000.0,-155509000000.0,-838816000000.0,368694000000.0,34499000000.0,193811000000.0,251888000000.0,921198000000.0,796391000000.0,598942000000.0,-1071933000000.0,-445880000000.0,77473000000.0,124102000000.0,,
47,Ⅲ.재무활동으로부터의현금흐름,6462413000000.0,2277608000000.0,-2791566000000.0,-6775390000000.0,-4148082000000.0,11743772000000.0,8003317000000.0,7648447000000.0,4127523000000.0,14688746000000.0,12600643000000.0,6621157000000.0,457000000000.0,3181326000000.0,2470545000000.0,-526293000000.0,-2126255000000.0,3255265000000.0,3103739000000.0,1256661000000.0,710379000000.0,-755066000000.0,-1890827000000.0,-3063300000000.0,807557000000.0,1707139000000.0,-546021000000.0,3040568000000.0,2217044000000.0,-3252263000000.0,-281166000000.0,-860721000000.0,-100622000000.0,4774881000000.0,5121738000000.0,2637952000000.0,2545854000000.0,-11784328000000.0,-8316756000000.0,-3089478000000.0,-1532206000000.0,,
